date,NO2,O3,PM10,PM25,site_code
2020-03-21,14.741666666666669,,17.583333333333332,,KT4
2020-03-22,16.075,,19.0,,KT4
2020-03-23,32.83333333333332,,19.291666666666668,,KT4
2020-03-24,31.258333333333336,,23.166666666666668,,KT4
2020-03-25,40.10000000000001,,29.0,,KT4
2020-03-26,34.204166666666666,,36.75,,KT4
2020-03-27,23.404166666666665,,36.875,,KT4
2020-03-28,9.833333333333334,,23.625,,KT4
2020-03-29,5.8625,,14.958333333333334,,KT4
2020-03-30,14.125,,12.291666666666666,,KT4
2020-03-31,21.63478260869565,,16.043478260869566,,KT4
2020-04-01,39.4625,,23.291666666666668,,KT4
2020-04-02,24.004166666666666,,14.291666666666666,,KT4
2020-04-03,38.25416666666667,,21.875,,KT4
2020-04-04,20.291666666666668,,16.5,,KT4
2020-04-05,13.491666666666662,,16.375,,KT4
2020-04-06,26.84583333333333,,19.291666666666668,,KT4
2020-04-07,36.29166666666666,,28.625,,KT4
2020-04-08,49.824999999999996,,57.625,,KT4
2020-04-09,41.166666666666664,,59.791666666666664,,KT4
2020-04-10,30.091666666666658,,46.208333333333336,,KT4
2020-04-11,36.458333333333336,,34.083333333333336,,KT4
2020-04-12,21.929166666666664,,26.666666666666668,,KT4
2020-04-13,7.416666666666665,,17.875,,KT4
2020-04-14,19.629166666666666,,15.333333333333334,,KT4
2020-04-15,31.274999999999995,,27.541666666666668,,KT4
2020-04-16,43.762499999999996,,54.333333333333336,,KT4
2020-04-17,17.2375,,26.958333333333332,,KT4
2020-04-18,21.4875,,34.541666666666664,,KT4
2020-04-19,16.054166666666664,,23.583333333333332,,KT4
2020-04-20,16.929166666666667,,27.0,,KT4
2020-01-20,94.23478260869565,,,,KT5
2020-01-21,97.325,,38.125,,KT5
2020-01-22,94.60833333333333,,43.0,,KT5
2020-01-23,86.78750000000001,,26.833333333333332,,KT5
2020-01-24,75.11666666666667,,25.708333333333332,,KT5
2020-01-25,52.07499999999999,,31.208333333333332,,KT5
2020-01-26,30.679166666666664,,24.375,,KT5
2020-01-27,58.33333333333332,,15.041666666666666,,KT5
2020-01-28,38.8,,14.08695652173913,,KT5
2020-01-29,35.470833333333324,,21.916666666666668,,KT5
2020-01-30,35.44583333333334,,15.583333333333334,,KT5
2020-01-31,28.02083333333333,,10.666666666666666,,KT5
2020-02-01,25.812500000000004,,25.041666666666668,,KT5
2020-02-02,21.0625,,23.958333333333332,,KT5
2020-02-03,47.974999999999994,,29.166666666666668,,KT5
2020-02-04,57.554166666666674,,27.333333333333332,,KT5
2020-02-05,87.66249999999998,,47.625,,KT5
2020-02-06,99.41250000000001,,39.291666666666664,,KT5
2020-02-07,56.487500000000004,,37.666666666666664,,KT5
2020-02-08,30.74166666666667,,30.625,,KT5
2020-02-09,9.158333333333333,,17.416666666666668,,KT5
2020-02-10,21.733333333333334,,14.625,,KT5
2020-02-11,26.650000000000006,,21.625,,KT5
2020-02-12,42.79583333333334,,27.25,,KT5
2020-02-13,55.26666666666667,,15.166666666666666,,KT5
2020-02-14,52.67083333333335,,27.208333333333332,,KT5
2020-02-15,14.404166666666667,,15.666666666666666,,KT5
2020-02-16,12.550000000000002,,12.166666666666666,,KT5
2020-02-17,24.6125,,19.916666666666668,,KT5
2020-02-18,27.579166666666662,,14.75,,KT5
2020-02-19,38.766666666666666,,15.791666666666666,,KT5
2020-02-20,36.9125,,12.875,,KT5
2020-02-21,19.791666666666668,,19.625,,KT5
2020-02-22,19.941666666666666,,25.25,,KT5
2020-02-23,36.95,,19.0,,KT5
2020-02-24,21.525000000000002,,10.333333333333334,,KT5
2020-02-25,33.40416666666667,,13.291666666666666,,KT5
2020-02-26,57.85833333333332,,28.791666666666668,,KT5
2020-02-27,59.07083333333335,,22.75,,KT5
2020-02-28,37.10416666666667,,15.166666666666666,,KT5
2020-02-29,20.145833333333332,,20.375,,KT5
2020-03-01,19.224999999999998,,14.458333333333334,,KT5
2020-03-02,64.05833333333335,,22.916666666666668,,KT5
2020-03-03,68.15416666666665,,26.652173913043477,,KT5
2020-03-04,69.61249999999998,,25.458333333333332,,KT5
2020-03-05,45.870833333333344,,17.708333333333332,,KT5
2020-03-06,87.99583333333334,,47.041666666666664,,KT5
2020-03-07,35.76666666666667,,26.375,,KT5
2020-03-08,17.9625,,13.75,,KT5
2020-03-09,37.291666666666664,,21.208333333333332,,KT5
2020-03-10,20.608333333333334,,12.75,,KT5
2020-03-11,25.933333333333337,,12.458333333333334,,KT5
2020-03-12,21.40833333333333,,17.0,,KT5
2020-03-13,53.708333333333336,,26.0,,KT5
2020-03-14,27.183333333333326,,15.0,,KT5
2020-03-15,36.2875,,15.375,,KT5
2020-03-16,64.84166666666668,,29.375,,KT5
2020-03-17,29.191666666666663,,20.125,,KT5
2020-03-18,27.92916666666667,,21.666666666666668,,KT5
2020-03-19,48.304166666666674,,27.416666666666668,,KT5
2020-03-20,22.987499999999997,,21.375,,KT5
2020-03-21,18.904166666666665,,21.791666666666668,,KT5
2020-03-22,21.979166666666668,,21.916666666666668,,KT5
2020-03-23,47.17916666666667,,25.956521739130434,,KT5
2020-03-24,47.758333333333326,,24.958333333333332,,KT5
2020-03-25,56.92916666666667,,33.125,,KT5
2020-03-26,43.76666666666667,,39.166666666666664,,KT5
2020-03-27,30.491666666666664,,41.0,,KT5
2020-03-28,11.983333333333334,,25.708333333333332,,KT5
2020-03-29,7.554166666666667,,18.375,,KT5
2020-03-30,27.262500000000003,,17.916666666666668,,KT5
2020-03-31,29.59166666666667,,23.0,,KT5
2020-04-01,62.31666666666667,,26.625,,KT5
2020-04-02,53.65833333333334,,22.208333333333332,,KT5
2020-04-03,61.587500000000006,,26.916666666666668,,KT5
2020-04-04,31.420833333333338,,18.208333333333332,,KT5
2020-04-05,16.291666666666668,,16.416666666666668,,KT5
2020-04-06,54.29583333333334,,27.666666666666668,,KT5
2020-04-07,52.11666666666667,,29.333333333333332,,KT5
2020-04-08,63.98749999999999,,58.125,,KT5
2020-04-09,52.3375,,60.416666666666664,,KT5
2020-04-10,35.05833333333333,,46.75,,KT5
2020-04-11,52.36666666666667,,37.208333333333336,,KT5
2020-04-12,32.449999999999996,,28.375,,KT5
2020-04-13,7.929166666666668,,22.291666666666668,,KT5
2020-04-14,27.2375,,20.541666666666668,,KT5
2020-04-15,40.75833333333333,,31.291666666666668,,KT5
2020-04-16,57.804166666666674,,57.458333333333336,,KT5
2020-04-17,23.862499999999997,,27.875,,KT5
2020-04-18,31.349999999999998,,37.958333333333336,,KT5
2020-04-19,19.958333333333332,,27.291666666666668,,KT5
2020-04-20,19.125,,33.375,,KT5
2020-01-20,58.912499999999994,,39.666666666666664,,KT6
2020-01-21,60.845833333333324,,34.958333333333336,,KT6
2020-01-22,52.49583333333334,,37.458333333333336,,KT6
2020-01-23,50.58333333333334,,20.333333333333332,,KT6
2020-01-24,40.65,,19.083333333333332,,KT6
2020-01-25,35.47083333333334,,26.625,,KT6
2020-01-26,22.07916666666667,,22.166666666666668,,KT6
2020-01-27,29.912500000000005,,11.458333333333334,,KT6
2020-01-28,17.416666666666668,,7.916666666666667,,KT6
2020-01-29,23.84583333333333,,16.541666666666668,,KT6
2020-01-30,27.858333333333324,,13.541666666666666,,KT6
2020-01-31,17.10833333333333,,8.25,,KT6
2020-02-01,11.358333333333333,,16.125,,KT6
2020-02-02,13.879166666666668,,18.458333333333332,,KT6
2020-02-03,16.35833333333333,,17.0,,KT6
2020-02-04,19.733333333333334,,13.291666666666666,,KT6
2020-02-05,51.599999999999994,,27.625,,KT6
2020-02-06,53.80416666666667,,27.25,,KT6
2020-02-07,48.16666666666668,,31.875,,KT6
2020-02-08,21.483333333333334,,18.958333333333332,,KT6
2020-02-09,5.629166666666666,,14.666666666666666,,KT6
2020-02-10,10.304166666666665,,11.25,,KT6
2020-02-11,11.316666666666665,,12.208333333333334,,KT6
2020-02-12,26.00869565217391,,,,KT6
2020-02-13,30.108333333333324,,8.458333333333334,,KT6
2020-02-14,33.47916666666667,,21.0,,KT6
2020-02-15,8.833333333333332,,12.125,,KT6
2020-02-16,8.891666666666666,,8.541666666666666,,KT6
2020-02-17,12.904166666666667,,14.541666666666666,,KT6
2020-02-18,16.954166666666666,,10.541666666666666,,KT6
2020-02-19,22.60000000000001,,13.125,,KT6
2020-02-20,16.150000000000002,,7.833333333333333,,KT6
2020-02-21,15.970833333333333,,17.666666666666668,,KT6
2020-02-22,7.141666666666667,,17.5,,KT6
2020-02-23,19.07916666666667,,9.958333333333334,,KT6
2020-02-24,17.254166666666666,,8.5,,KT6
2020-02-25,17.075000000000003,,7.363636363636363,,KT6
2020-02-26,22.8125,,9.875,,KT6
2020-02-27,38.05416666666667,,10.041666666666666,,KT6
2020-02-28,41.045454545454554,,12.590909090909092,,KT6
2020-02-29,,,,,KT6
2020-03-01,16.854166666666668,,11.625,,KT6
